concurrency,mldsa_requests_per_sec_mean,slhdsa_requests_per_sec_mean,mldsa_over_slhdsa_throughput,mldsa_client_p99_ms_mean,slhdsa_client_p99_ms_mean,slhdsa_over_mldsa_client_p99,mldsa_server_p99_ms_mean,slhdsa_server_p99_ms_mean
1,4046.75,1815.55,2.228938889041888,0.27148866666666666,0.6007953333333333,2.2129665326729415,0.046856666666666665,0.35440666666666665
8,6971.683333333333,7072.133333333333,0.9857963650760733,2.1746386666666666,1.7330786666666667,0.7969501753241458,0.8419203333333334,0.7498166666666667
16,6944.633333333333,6981.066666666667,0.9947811222735781,4.831624,4.277799666666667,0.8853751174898268,2.1297346666666668,1.811639
32,7230.883333333333,7176.8,1.0075358562776353,10.043608,9.307673000000001,0.9267260331147931,4.582089666666667,3.9586843333333332
64,7231.35,7329.383333333333,0.9866246137123861,20.282106,19.340981,0.953598260456779,9.241233,7.473233333333333
128,7358.483333333334,7468.349999999999,0.9852890308211766,40.35065566666667,39.60885566666666,0.9816161599422831,17.739820666666667,15.618701000000001
