concurrency,mldsa_verify_per_sec_mean,slhdsa_verify_per_sec_mean,throughput_ratio_mldsa_over_slhdsa,mldsa_p99_ms_mean,slhdsa_p99_ms_mean,p99_ratio_slhdsa_over_mldsa
1,37442.37948767628,3212.3262400291133,11.655845854354114,0.027993333408934024,0.32668256707135396,11.670013081296483
8,265946.58591060765,22759.924079892226,11.684862611012145,0.04086033330471158,0.37991531362422387,9.297900503920168
16,205061.76072931133,32941.01569637741,6.225119547599814,0.23501569647578438,0.6150898333574631,2.6172287322980616
32,137449.19160691032,36294.84382044095,3.787017028834826,0.9277694667692541,1.026890033432816,1.106837495966241
