concurrency,mldsa_verify_per_sec_mean,slhdsa_verify_per_sec_mean,throughput_ratio_mldsa_over_slhdsa,mldsa_p99_ms_mean,slhdsa_p99_ms_mean,p99_ratio_slhdsa_over_mldsa
1,36145.32313930768,3151.059847021952,11.470846284772538,0.037267000076705394,0.340257270058828,9.130256510008536
8,73283.06983158398,22555.043171941878,3.2490769036854243,0.7376618232387956,0.39066457661192544,0.5295984749443373
16,71350.18899340529,22232.137133156662,3.2093265962719677,1.8400846199923158,5.362317596623142,2.914169021555941
32,67450.6384967334,21398.543875130985,3.1521134751193682,3.7704146334347866,14.568641426714432,3.863936156391011
