ts,role,host,load1,load5,load15,mem_available_kb,established,time_wait,syn_recv,listen,curl_count,haproxy_count,backend_count,haproxy_fd
2026-06-22T10:54:08+03:00,LOADGEN,pqc-fedora-vm-loadgen,34.76,8.89,3.12,7419668,0,1,0,7,0,0,0,0
2026-06-22T10:54:09+03:00,LOADGEN,pqc-fedora-vm-loadgen,34.76,8.89,3.12,7424040,0,1,0,7,0,0,0,0
2026-06-22T10:54:10+03:00,LOADGEN,pqc-fedora-vm-loadgen,32.06,8.76,3.11,7423864,0,1,0,7,0,0,0,0
2026-06-22T10:54:11+03:00,LOADGEN,pqc-fedora-vm-loadgen,32.06,8.76,3.11,7432960,0,1,0,7,0,0,0,0
2026-06-22T10:54:12+03:00,LOADGEN,pqc-fedora-vm-loadgen,32.06,8.76,3.11,7444988,0,1,0,7,0,0,0,0
2026-06-22T10:54:13+03:00,LOADGEN,pqc-fedora-vm-loadgen,32.06,8.76,3.11,7455096,0,1,0,7,0,0,0,0
2026-06-22T10:54:14+03:00,LOADGEN,pqc-fedora-vm-loadgen,32.06,8.76,3.11,7457900,0,1,0,7,0,0,0,0
2026-06-22T10:54:15+03:00,LOADGEN,pqc-fedora-vm-loadgen,29.57,8.63,3.09,7464784,0,1,0,7,0,0,0,0
2026-06-22T10:54:16+03:00,LOADGEN,pqc-fedora-vm-loadgen,29.57,8.63,3.09,7467984,0,1,0,7,0,0,0,0
2026-06-22T10:54:17+03:00,LOADGEN,pqc-fedora-vm-loadgen,29.57,8.63,3.09,7474192,0,1,0,7,0,0,0,0
2026-06-22T10:54:18+03:00,LOADGEN,pqc-fedora-vm-loadgen,29.57,8.63,3.09,7482884,0,1,0,7,0,0,0,0
2026-06-22T10:54:19+03:00,LOADGEN,pqc-fedora-vm-loadgen,29.57,8.63,3.09,7491152,0,1,0,7,0,0,0,0
2026-06-22T10:54:20+03:00,LOADGEN,pqc-fedora-vm-loadgen,27.20,8.49,3.08,7495956,0,1,0,7,0,0,0,0
2026-06-22T10:54:22+03:00,LOADGEN,pqc-fedora-vm-loadgen,27.20,8.49,3.08,7498992,0,1,0,7,0,0,0,0
2026-06-22T10:54:23+03:00,LOADGEN,pqc-fedora-vm-loadgen,27.20,8.49,3.08,7499848,0,1,0,7,0,0,0,0
2026-06-22T10:54:24+03:00,LOADGEN,pqc-fedora-vm-loadgen,27.20,8.49,3.08,7502672,0,1,0,7,0,0,0,0
2026-06-22T10:54:25+03:00,LOADGEN,pqc-fedora-vm-loadgen,25.02,8.34,3.06,7502176,0,1,0,7,0,0,0,0
