concurrency,repeats,ok_total,errors_total,requests_per_sec_mean,requests_per_sec_stdev,client_p99_ms_mean,server_p99_ms_mean,client_over_100ms_total,client_over_1000ms_total
1,3,242805,0,4046.75,6.954854419755979,0.27148866666666666,0.046856666666666665,0,0
8,3,418301,0,6971.683333333333,101.22687801830737,2.1746386666666666,0.8419203333333334,0,0
16,3,416678,0,6944.633333333333,23.34268265074401,4.831624,2.1297346666666668,0,0
32,3,433853,0,7230.883333333333,42.11354690991207,10.043608,4.582089666666667,0,0
64,3,433881,0,7231.35,115.03328866028282,20.282106,9.241233,0,0
128,3,441509,0,7358.483333333334,176.95051803635178,40.35065566666667,17.739820666666667,0,0
