profile,delay_ms,iter,http_code,time_connect,time_appconnect,time_starttransfer,time_total
X25519MLKEM768,10,135,200,0.000166,0.002976,0.013879,0.013894
X25519MLKEM768,10,136,200,0.000164,0.002650,0.013584,0.013612
X25519MLKEM768,10,137,200,0.000160,0.002604,0.013439,0.013491
X25519MLKEM768,10,138,200,0.000171,0.002614,0.013654,0.013684
X25519MLKEM768,10,139,200,0.000175,0.002602,0.013610,0.013638
X25519MLKEM768,10,140,200,0.000186,0.002785,0.013766,0.013801
X25519MLKEM768,10,141,200,0.000134,0.003194,0.014089,0.014102
X25519MLKEM768,10,142,200,0.000138,0.002651,0.013697,0.013732
X25519MLKEM768,10,143,200,0.000176,0.002990,0.014041,0.014069
X25519MLKEM768,10,144,200,0.000162,0.002631,0.013613,0.013643
X25519MLKEM768,10,145,200,0.000126,0.002695,0.013857,0.013884
X25519MLKEM768,10,146,200,0.000177,0.002769,0.013772,0.013795
X25519MLKEM768,10,147,200,0.000150,0.002612,0.013640,0.013680
X25519MLKEM768,10,148,200,0.000204,0.002719,0.013591,0.013622
X25519MLKEM768,10,149,200,0.000152,0.003332,0.014266,0.014288
X25519MLKEM768,10,150,200,0.000143,0.003110,0.014037,0.014053
X25519MLKEM768,10,151,200,0.000199,0.003021,0.013941,0.013960
X25519MLKEM768,10,152,200,0.000167,0.002682,0.013823,0.013877
X25519MLKEM768,10,153,200,0.000153,0.002600,0.013598,0.013630
X25519MLKEM768,10,154,200,0.000136,0.002626,0.013800,0.013817
X25519MLKEM768,10,155,200,0.000133,0.002575,0.013608,0.013639
X25519MLKEM768,10,156,200,0.000125,0.002572,0.013798,0.013826
X25519MLKEM768,10,157,200,0.000149,0.002589,0.013716,0.013742
X25519MLKEM768,10,158,200,0.000138,0.002706,0.013763,0.013798
X25519MLKEM768,10,159,200,0.000161,0.002628,0.013750,0.013778
X25519MLKEM768,10,160,200,0.000145,0.002579,0.013633,0.013663
X25519MLKEM768,10,161,200,0.000142,0.002614,0.013737,0.013764
X25519MLKEM768,10,162,200,0.000131,0.002563,0.013513,0.013540
X25519MLKEM768,10,163,200,0.000127,0.003150,0.014296,0.014323
X25519MLKEM768,10,164,200,0.000138,0.002606,0.013829,0.013856
X25519MLKEM768,10,165,200,0.000134,0.002630,0.013662,0.013680
X25519MLKEM768,10,166,200,0.000182,0.002679,0.013706,0.013739
X25519MLKEM768,10,167,200,0.000176,0.003349,0.014481,0.014496
X25519MLKEM768,10,168,200,0.000141,0.002648,0.013754,0.013783
X25519MLKEM768,10,169,200,0.000167,0.002643,0.013940,0.013958
X25519MLKEM768,10,170,200,0.000187,0.002661,0.013733,0.013761
X25519MLKEM768,10,171,200,0.000185,0.002718,0.013897,0.013930
X25519MLKEM768,10,172,200,0.000176,0.002927,0.013966,0.014018
X25519MLKEM768,10,173,200,0.000149,0.002682,0.013889,0.013908
X25519MLKEM768,10,174,200,0.000130,0.002708,0.013966,0.013994
X25519MLKEM768,10,175,200,0.000130,0.002612,0.013896,0.013925
X25519MLKEM768,10,176,200,0.000137,0.003207,0.014322,0.014350
X25519MLKEM768,10,177,200,0.000216,0.002847,0.013936,0.013963
X25519MLKEM768,10,178,200,0.000160,0.002718,0.013957,0.013985
X25519MLKEM768,10,179,200,0.000133,0.002868,0.014155,0.014183
X25519MLKEM768,10,180,200,0.000145,0.002602,0.013636,0.013665
X25519MLKEM768,10,181,200,0.000140,0.003073,0.014279,0.014313
X25519MLKEM768,10,182,200,0.000132,0.002644,0.013708,0.013738
X25519MLKEM768,10,183,200,0.000138,0.002611,0.013607,0.013635
X25519MLKEM768,10,184,200,0.000132,0.002671,0.013688,0.013714
X25519MLKEM768,10,185,200,0.000126,0.002567,0.013573,0.013600
X25519MLKEM768,10,186,200,0.000148,0.002622,0.013504,0.013531
X25519MLKEM768,10,187,200,0.000183,0.002923,0.013982,0.014023
X25519MLKEM768,10,188,200,0.000178,0.003031,0.013965,0.014004
X25519MLKEM768,10,189,200,0.000159,0.002639,0.013739,0.013769
X25519MLKEM768,10,190,200,0.000158,0.002687,0.013857,0.013886
X25519MLKEM768,10,191,200,0.000155,0.002604,0.013592,0.013620
X25519MLKEM768,10,192,200,0.000143,0.002598,0.013830,0.013858
X25519MLKEM768,10,193,200,0.000186,0.002704,0.013720,0.013747
X25519MLKEM768,10,194,200,0.000134,0.002678,0.013571,0.013601
X25519MLKEM768,10,195,200,0.000175,0.002986,0.014108,0.014136
X25519MLKEM768,10,196,200,0.000169,0.002660,0.013671,0.013701
X25519MLKEM768,10,197,200,0.000155,0.002621,0.013641,0.013660
X25519MLKEM768,10,198,200,0.000181,0.002701,0.013604,0.013622
X25519MLKEM768,10,199,200,0.000191,0.003256,0.014188,0.014203
X25519MLKEM768,10,200,200,0.000202,0.002695,0.013709,0.013739
X25519MLKEM768,50,1,200,0.000211,0.002703,0.054209,0.054254
X25519MLKEM768,50,2,200,0.000220,0.003434,0.054625,0.054650
X25519MLKEM768,50,3,200,0.000199,0.003122,0.054675,0.054750
X25519MLKEM768,50,4,200,0.000238,0.004027,0.055190,0.055211
X25519MLKEM768,50,5,200,0.000206,0.002718,0.053916,0.053939
X25519MLKEM768,50,6,200,0.000145,0.002845,0.054565,0.054603
X25519MLKEM768,50,7,200,0.000299,0.003520,0.055102,0.055146
X25519MLKEM768,50,8,200,0.000268,0.002954,0.054635,0.054679
X25519MLKEM768,50,9,200,0.000251,0.003301,0.055051,0.055173
X25519MLKEM768,50,10,200,0.000185,0.002896,0.054249,0.054268
X25519MLKEM768,50,11,200,0.000220,0.003167,0.054442,0.054465
X25519MLKEM768,50,12,200,0.000220,0.003251,0.054730,0.054774
X25519MLKEM768,50,13,200,0.000254,0.003470,0.054762,0.054788
X25519MLKEM768,50,14,200,0.000228,0.002968,0.054081,0.054120
X25519MLKEM768,50,15,200,0.000227,0.003084,0.054420,0.054442
X25519MLKEM768,50,16,200,0.000213,0.003045,0.054102,0.054140
X25519MLKEM768,50,17,200,0.000262,0.003151,0.054034,0.054062
X25519MLKEM768,50,18,200,0.000207,0.003045,0.055110,0.055163
X25519MLKEM768,50,19,200,0.000223,0.003402,0.054985,0.055030
X25519MLKEM768,50,20,200,0.000229,0.003887,0.055576,0.055615
X25519MLKEM768,50,21,200,0.000231,0.002948,0.054584,0.054629
X25519MLKEM768,50,22,200,0.000174,0.002955,0.054914,0.054968
X25519MLKEM768,50,23,200,0.000186,0.003106,0.054459,0.054484
X25519MLKEM768,50,24,200,0.000224,0.003336,0.054825,0.054866
X25519MLKEM768,50,25,200,0.000225,0.002841,0.053840,0.053860
X25519MLKEM768,50,26,200,0.000125,0.002709,0.054089,0.054132
X25519MLKEM768,50,27,200,0.000255,0.003399,0.054469,0.054494
X25519MLKEM768,50,28,200,0.000212,0.003257,0.054295,0.054344
X25519MLKEM768,50,29,200,0.000241,0.002731,0.053559,0.053581
X25519MLKEM768,50,30,200,0.000179,0.002930,0.053955,0.053989
X25519MLKEM768,50,31,200,0.000190,0.002854,0.053958,0.053996
X25519MLKEM768,50,32,200,0.000224,0.002889,0.054430,0.054474
X25519MLKEM768,50,33,200,0.000235,0.003543,0.054790,0.054809
X25519MLKEM768,50,34,200,0.000207,0.002673,0.053818,0.053853
X25519MLKEM768,50,35,200,0.000203,0.003145,0.054477,0.054524
X25519MLKEM768,50,36,200,0.000184,0.002977,0.054354,0.054398
X25519MLKEM768,50,37,200,0.000238,0.003460,0.055157,0.055204
X25519MLKEM768,50,38,200,0.000181,0.002866,0.054452,0.054493
X25519MLKEM768,50,39,200,0.000235,0.002937,0.054249,0.054273
X25519MLKEM768,50,40,200,0.000209,0.003424,0.054414,0.054434
X25519MLKEM768,50,41,200,0.000194,0.003403,0.054744,0.054781
X25519MLKEM768,50,42,200,0.000217,0.002727,0.054054,0.054097
X25519MLKEM768,50,43,200,0.000227,0.002916,0.054765,0.054819
X25519MLKEM768,50,44,200,0.000240,0.003568,0.055168,0.055211
X25519MLKEM768,50,45,200,0.000230,0.003095,0.054325,0.054346
X25519MLKEM768,50,46,200,0.000184,0.003421,0.054806,0.054864
X25519MLKEM768,50,47,200,0.000229,0.002953,0.054225,0.054245
X25519MLKEM768,50,48,200,0.000218,0.002900,0.054064,0.054085
X25519MLKEM768,50,49,200,0.000231,0.003207,0.054412,0.054458
X25519MLKEM768,50,50,200,0.000231,0.002905,0.054398,0.054440
X25519MLKEM768,50,51,200,0.000243,0.003522,0.055354,0.055425
X25519MLKEM768,50,52,200,0.000213,0.003358,0.054700,0.054728
X25519MLKEM768,50,53,200,0.000177,0.002951,0.054445,0.054502
X25519MLKEM768,50,54,200,0.000208,0.003157,0.055109,0.055162
X25519MLKEM768,50,55,200,0.000230,0.002994,0.054774,0.054844
X25519MLKEM768,50,56,200,0.000241,0.003025,0.054870,0.054914
X25519MLKEM768,50,57,200,0.000323,0.003457,0.054664,0.054700
X25519MLKEM768,50,58,200,0.000279,0.003156,0.055125,0.055182
X25519MLKEM768,50,59,200,0.000284,0.003559,0.054962,0.054998
X25519MLKEM768,50,60,200,0.000198,0.002772,0.054254,0.054284
X25519MLKEM768,50,61,200,0.000192,0.002769,0.053699,0.053716
X25519MLKEM768,50,62,200,0.000171,0.002987,0.054555,0.054607
X25519MLKEM768,50,63,200,0.000266,0.003052,0.054466,0.054489
X25519MLKEM768,50,64,200,0.000223,0.002961,0.054059,0.054080
X25519MLKEM768,50,65,200,0.000182,0.002988,0.054008,0.054031
X25519MLKEM768,50,66,200,0.000152,0.002724,0.053878,0.053915
X25519MLKEM768,50,67,200,0.000201,0.002768,0.053869,0.053916
X25519MLKEM768,50,68,200,0.000211,0.002901,0.054320,0.054351
X25519MLKEM768,50,69,200,0.000245,0.002805,0.053793,0.053822
X25519MLKEM768,50,70,200,0.000171,0.003068,0.054343,0.054402
X25519MLKEM768,50,71,200,0.000291,0.003058,0.054444,0.054480
X25519MLKEM768,50,72,200,0.000283,0.003057,0.054307,0.054344
X25519MLKEM768,50,73,200,0.000283,0.002928,0.054209,0.054228
X25519MLKEM768,50,74,200,0.000221,0.003459,0.054858,0.054887
